time,ax,ay,az,atotal
6.408157110214233,0.21,0.03,-0.28,0.35
6.418476819992065,0.21,0.08,-0.29,0.36
6.4482200145721436,0.08,-0.04,-0.37,0.38
6.449444055557251,0.07,-0.12,-0.31,0.33
6.450392961502075,0.16,0.0,-0.21,0.26
6.466418027877808,0.21,-0.06,-0.05,0.22
6.4676690101623535,0.21,-0.17,-0.04,0.27
6.481817007064819,0.27,-0.19,0.04,0.33
6.488004922866821,0.24,-0.05,0.12,0.27
6.497863054275513,0.02,0.11,0.09,0.14
6.507765054702759,-0.23,0.13,0.0,0.26
6.518050909042358,-0.29,0.15,0.01,0.32
6.5480639934539795,-0.14,0.23,0.1,0.28
6.5493340492248535,0.02,0.2,0.14,0.24
6.550213098526001,0.08,0.25,0.15,0.3
6.5662829875946045,0.15,0.25,0.16,0.33
6.567455053329468,0.18,-0.05,-0.04,0.19
6.5819549560546875,0.13,-0.31,-0.17,0.37
6.587702989578247,0.21,-0.06,-0.18,0.28
6.597883939743042,0.32,0.06,-0.05,0.32
6.607430934906006,0.21,0.01,-0.07,0.22
6.617717027664185,0.13,-0.03,-0.03,0.13
6.6476969718933105,0.18,0.08,0.14,0.24
6.648939847946167,0.18,0.3,0.35,0.49
6.649749040603638,0.13,0.3,0.37,0.49
6.6659369468688965,0.02,0.1,0.35,0.36
6.667158842086792,-0.08,0.06,0.36,0.37
6.681999921798706,-0.05,0.07,0.42,0.42
6.6871888637542725,-0.26,-0.04,0.35,0.43
6.698027849197388,-0.27,-0.23,0.22,0.41
6.7070090770721436,-0.15,-0.3,0.16,0.37
6.717393159866333,-0.07,-0.13,0.14,0.2
6.748349905014038,0.04,0.01,0.1,0.1
6.749666929244995,0.22,-0.07,0.04,0.23
6.750586032867432,0.29,-0.05,-0.04,0.29
6.766300916671753,0.17,-0.1,-0.06,0.2
6.767550945281982,-0.06,0.04,-0.1,0.12
6.781836032867432,-0.27,0.32,0.07,0.42
6.786823987960815,-0.39,0.19,0.13,0.45
6.7977330684661865,-0.22,-0.01,0.22,0.31
6.806627988815308,0.04,-0.08,0.38,0.39
6.8167009353637695,0.17,0.02,0.4,0.43
6.847746133804321,0.28,-0.03,0.42,0.5
6.848994970321655,0.14,-0.19,0.28,0.36
6.849908113479614,0.0,-0.31,0.19,0.36
6.86604905128479,0.0,-0.14,0.23,0.26
6.867249011993408,0.05,0.0,0.39,0.39
