time,gFx,gFy,gFz,gFTotal
3.519244909286499,0.2499847412109375,-0.899688720703125,2.0601043701171875,2.262
3.529409170150757,0.1754302978515625,-0.9409637451171875,2.1549224853515625,2.358
3.53853702545166,0.168731689453125,-1.108062744140625,2.174407958984375,2.446
3.549401044845581,0.252166748046875,-1.095123291015625,1.991851806640625,2.287
3.5591628551483154,0.3590545654296875,-0.9712982177734375,1.866363525390625,2.134
3.568171977996826,0.4477691650390625,-0.868255615234375,1.812591552734375,2.059
3.5792648792266846,0.505615234375,-0.812835693359375,1.7484283447265625,1.993
3.5883629322052,0.4903106689453125,-0.8223876953125,1.7516021728515625,1.996
3.5978970527648926,0.42608642578125,-0.873687744140625,1.7664031982421875,2.016
3.6144511699676514,0.4319000244140625,-0.9009552001953125,1.6933746337890625,1.966
3.6189420223236084,0.5554962158203125,-0.826568603515625,1.59130859375,1.877
3.6289751529693604,0.6317291259765625,-0.739776611328125,1.4823760986328125,1.773
3.6381449699401855,0.53204345703125,-0.7213287353515625,1.312255859375,1.589
3.649286985397339,0.5278167724609375,-0.62847900390625,1.1382904052734375,1.403
3.657585859298706,0.6799163818359375,-0.4874267578125,1.0663909912109375,1.355
3.6682188510894775,0.6905670166015625,-0.436309814453125,1.0433502197265625,1.325
3.679529905319214,0.60137939453125,-0.45941162109375,1.0539093017578125,1.297
3.6878340244293213,0.5489501953125,-0.607635498046875,1.124420166015625,1.391
3.6975481510162354,0.62969970703125,-0.7698974609375,1.1653594970703125,1.532
3.715301990509033,0.743865966796875,-0.8774261474609375,1.0721893310546875,1.573
3.720811128616333,0.89202880859375,-0.8894195556640625,0.9279632568359375,1.565
3.739078998565674,1.17333984375,-0.4461669921875,0.6009674072265625,1.392
3.7409520149230957,1.17333984375,-0.4461669921875,0.6009674072265625,1.392
3.7483019828796387,0.910888671875,-0.1548004150390625,0.35589599609375,0.99
3.7589480876922607,0.596343994140625,-0.2379608154296875,0.3367767333984375,0.725
3.7682101726531982,0.5507049560546875,-0.5197906494140625,0.7175140380859375,1.043
3.777433156967163,0.7476806640625,-0.850311279296875,0.9176483154296875,1.457
3.787353992462158,0.94659423828125,-0.9614715576171875,0.70623779296875,1.523
3.7976109981536865,0.9452972412109375,-0.871246337890625,0.42510986328125,1.354
3.8128490447998047,0.8319549560546875,-0.9767913818359375,0.2186126708984375,1.302
3.817842960357666,0.849273681640625,-0.8838958740234375,0.3015899658203125,1.262
3.8279049396514893,0.9391021728515625,-0.52545166015625,0.418701171875,1.155
3.8371241092681885,0.9141998291015625,-0.31927490234375,0.3197784423828125,1.02
3.8481550216674805,0.85772705078125,-0.2611083984375,0.1268310546875,0.906
3.858896017074585,0.780242919921875,-0.2533721923828125,0.1549530029296875,0.835
3.8698041439056396,0.7101593017578125,-0.26904296875,0.2408447265625,0.797
3.877344846725464,0.6542510986328125,-0.35052490234375,0.119140625,0.752
3.887346029281616,0.6590423583984375,-0.3873291015625,0.0295257568359375,0.765
3.897251844406128,0.6977691650390625,-0.317291259765625,-0.0045928955078125,0.767
3.9124739170074463,0.69647216796875,-0.258544921875,0.041473388671875,0.744
3.9177260398864746,0.704925537109375,-0.2569427490234375,0.0642852783203125,0.753
3.9291110038757324,0.701904296875,-0.276947021484375,0.153167724609375,0.77
3.937074899673462,0.5926971435546875,-0.294952392578125,0.2603759765625,0.711
3.9473578929901123,0.4824676513671875,-0.33880615234375,0.2213592529296875,0.63
3.957221031188965,0.443511962890625,-0.3878021240234375,0.1345062255859375,0.604
3.966770887374878,0.5380401611328125,-0.4079132080078125,0.069854736328125,0.679
3.978295087814331,0.67669677734375,-0.4106292724609375,0.020477294921875,0.792
3.9867541790008545,0.81768798828125,-0.3623046875,0.01336669921875,0.894
3.996605157852173,0.8779144287109375,-0.2686767578125,0.02484130859375,0.918
4.011884927749634,0.8521728515625,-0.22015380859375,-0.0249176025390625,0.881
4.017308950424194,0.82183837890625,-0.14593505859375,-0.071044921875,0.838
4.027374029159546,0.779815673828125,-0.0635223388671875,-0.0826416015625,0.787
4.036532163619995,0.690155029296875,-0.0509796142578125,-0.083984375,0.697
4.047179937362671,0.5527496337890625,-0.0999603271484375,-0.112274169921875,0.573
4.056321859359741,0.475250244140625,-0.1333465576171875,-0.159271240234375,0.519
4.066510915756226,0.4646759033203125,-0.139801025390625,-0.1704559326171875,0.514
4.0766990184783936,0.5192718505859375,-0.101898193359375,-0.2043304443359375,0.567
4.087618112564087,0.5968475341796875,-0.03253173828125,-0.2853546142578125,0.662
4.096374988555908,0.641571044921875,0.0260772705078125,-0.3622589111328125,0.737
4.1129820346832275,0.6505279541015625,0.0418853759765625,-0.4289093017578125,0.78
4.118018865585327,0.6520233154296875,0.034027099609375,-0.489349365234375,0.816
4.127128839492798,0.646392822265625,0.0223236083984375,-0.4749908447265625,0.802
4.137094974517822,0.6083221435546875,-0.0080413818359375,-0.4099273681640625,0.734
4.14827299118042,0.602783203125,-0.0333099365234375,-0.4227752685546875,0.737
4.156090974807739,0.5689544677734375,-0.0518646240234375,-0.4730377197265625,0.742
4.167224168777466,0.46771240234375,-0.06689453125,-0.569976806640625,0.74
4.1763269901275635,0.3814239501953125,-0.0661163330078125,-0.6236114501953125,0.734
4.187281847000122,0.383514404296875,-0.0268402099609375,-0.634674072265625,0.742
